id,community,alpha,beta
600,53,1.0,0.3
601,59,1.0,0.3
602,41,1.0,0.3
603,26,1.0,0.3
604,47,1.0,0.3
605,40,1.0,0.3
606,31,1.0,0.3
607,59,1.0,0.3
608,41,1.0,0.3
609,51,1.0,0.3
610,47,1.0,0.3
611,55,1.0,0.3
612,59,1.0,0.3
613,54,1.0,0.3
614,54,1.0,0.3
615,59,1.0,0.3
616,56,1.0,0.3
617,44,1.0,0.3
618,47,1.0,0.3
619,47,1.0,0.3
620,43,1.0,0.3
621,55,1.0,0.3
622,11,1.0,0.3
623,53,1.0,0.3
624,56,1.0,0.3
625,47,1.0,0.3
626,31,1.0,0.3
627,56,1.0,0.3
628,52,1.0,0.3
629,54,1.0,0.3
630,46,1.0,0.3
631,47,1.0,0.3
632,52,1.0,0.3
633,4,1.0,0.3
634,3,1.0,0.3
635,47,1.0,0.3
636,25,1.0,0.3
637,54,1.0,0.3
638,47,1.0,0.3
639,44,1.0,0.3
640,47,1.0,0.3
641,47,1.0,0.3
642,59,1.0,0.3
643,47,1.0,0.3
644,47,1.0,0.3
645,41,1.0,0.3
646,53,1.0,0.3
647,56,1.0,0.3
648,62,1.0,0.3
649,41,1.0,0.3
650,45,1.0,0.3
651,56,1.0,0.3
652,53,1.0,0.3
653,5,1.0,0.3
654,59,1.0,0.3
655,59,1.0,0.3
656,52,1.0,0.3
657,24,1.0,0.3
658,20,1.0,0.3
659,7,1.0,0.3
660,14,1.0,0.3
661,41,1.0,0.3
662,47,1.0,0.3
663,56,1.0,0.3
664,53,1.0,0.3
665,47,1.0,0.3
666,41,1.0,0.3
667,59,1.0,0.3
668,18,1.0,0.3
669,53,1.0,0.3
670,29,1.0,0.3
671,59,1.0,0.3
672,41,1.0,0.3
673,35,1.0,0.3
674,41,1.0,0.3
675,61,1.0,0.3
676,56,1.0,0.3
677,30,1.0,0.3
678,56,1.0,0.3
679,56,1.0,0.3
680,38,1.0,0.3
681,55,1.0,0.3
682,56,1.0,0.3
683,47,1.0,0.3
684,21,1.0,0.3
685,47,1.0,0.3
686,44,1.0,0.3
687,47,1.0,0.3
688,9,1.0,0.3
689,43,1.0,0.3
690,56,1.0,0.3
691,4,1.0,0.3
692,33,1.0,0.3
693,53,1.0,0.3
694,56,1.0,0.3
695,56,1.0,0.3
696,56,1.0,0.3
697,51,1.0,0.3
698,47,1.0,0.3
699,41,1.0,0.3
700,41,1.0,0.3
701,10,1.0,0.3
702,40,1.0,0.3
703,4,1.0,0.3
704,26,1.0,0.3
705,52,1.0,0.3
706,55,1.0,0.3
707,41,1.0,0.3
708,47,1.0,0.3
709,44,1.0,0.3
710,56,1.0,0.3
711,6,1.0,0.3
712,53,1.0,0.3
713,44,1.0,0.3
714,55,1.0,0.3
715,44,1.0,0.3
716,29,1.0,0.3
717,52,1.0,0.3
718,47,1.0,0.3
719,52,1.0,0.3
720,41,1.0,0.3
721,51,1.0,0.3
722,44,1.0,0.3
723,56,1.0,0.3
724,30,1.0,0.3
725,51,1.0,0.3
726,56,1.0,0.3
727,54,1.0,0.3
728,56,1.0,0.3
729,41,1.0,0.3
730,55,1.0,0.3
731,60,1.0,0.3
732,58,1.0,0.3
733,56,1.0,0.3
734,52,1.0,0.3
735,44,1.0,0.3
736,44,1.0,0.3
737,5,1.0,0.3
738,47,1.0,0.3
739,41,1.0,0.3
740,51,1.0,0.3
741,52,1.0,0.3
742,54,1.0,0.3
743,52,1.0,0.3
744,1,1.0,0.3
745,52,1.0,0.3
746,2,1.0,0.3
747,59,1.0,0.3
748,59,1.0,0.3
749,56,1.0,0.3
750,16,1.0,0.3
751,53,1.0,0.3
752,51,1.0,0.3
753,51,1.0,0.3
754,41,1.0,0.3
755,8,1.0,0.3
756,56,1.0,0.3
757,53,1.0,0.3
758,56,1.0,0.3
759,44,1.0,0.3
760,44,1.0,0.3
761,2,1.0,0.3
762,13,1.0,0.3
763,36,1.0,0.3
764,55,1.0,0.3
765,41,1.0,0.3
766,46,1.0,0.3
767,51,1.0,0.3
768,47,1.0,0.3
769,54,1.0,0.3
770,58,1.0,0.3
771,51,1.0,0.3
772,7,1.0,0.3
773,51,1.0,0.3
774,47,1.0,0.3
775,12,1.0,0.3
776,55,1.0,0.3
777,56,1.0,0.3
778,56,1.0,0.3
779,53,1.0,0.3
780,58,1.0,0.3
781,52,1.0,0.3
782,44,1.0,0.3
783,53,1.0,0.3
784,37,1.0,0.3
785,53,1.0,0.3
786,56,1.0,0.3
787,23,1.0,0.3
788,34,1.0,0.3
789,53,1.0,0.3
790,11,1.0,0.3
791,53,1.0,0.3
792,9,1.0,0.3
793,54,1.0,0.3
794,43,1.0,0.3
795,32,1.0,0.3
796,53,1.0,0.3
797,53,1.0,0.3
798,60,1.0,0.3
799,44,1.0,0.3
800,53,1.0,0.3
801,27,1.0,0.3
802,56,1.0,0.3
803,47,1.0,0.3
804,41,1.0,0.3
805,41,1.0,0.3
806,47,1.0,0.3
807,47,1.0,0.3
808,38,1.0,0.3
809,47,1.0,0.3
810,52,1.0,0.3
811,47,1.0,0.3
812,47,1.0,0.3
813,55,1.0,0.3
814,52,1.0,0.3
815,47,1.0,0.3
816,51,1.0,0.3
817,53,1.0,0.3
818,56,1.0,0.3
819,44,1.0,0.3
820,59,1.0,0.3
821,30,1.0,0.3
822,55,1.0,0.3
823,41,1.0,0.3
824,18,1.0,0.3
825,56,1.0,0.3
826,47,1.0,0.3
827,19,1.0,0.3
828,59,1.0,0.3
829,53,1.0,0.3
830,23,1.0,0.3
831,1,1.0,0.3
832,47,1.0,0.3
833,41,1.0,0.3
834,8,1.0,0.3
835,53,1.0,0.3
836,53,1.0,0.3
837,25,1.0,0.3
838,34,1.0,0.3
839,43,1.0,0.3
840,55,1.0,0.3
841,52,1.0,0.3
842,33,1.0,0.3
843,51,1.0,0.3
844,46,1.0,0.3
845,47,1.0,0.3
846,34,1.0,0.3
847,51,1.0,0.3
848,54,1.0,0.3
849,47,1.0,0.3
850,49,1.0,0.3
851,52,1.0,0.3
852,52,1.0,0.3
853,14,1.0,0.3
854,53,1.0,0.3
855,56,1.0,0.3
856,41,1.0,0.3
857,52,1.0,0.3
858,50,1.0,0.3
859,47,1.0,0.3
860,51,1.0,0.3
861,39,1.0,0.3
862,28,1.0,0.3
863,36,1.0,0.3
864,57,1.0,0.3
865,47,1.0,0.3
866,44,1.0,0.3
867,52,1.0,0.3
868,43,1.0,0.3
869,52,1.0,0.3
870,54,1.0,0.3
871,17,1.0,0.3
872,52,1.0,0.3
873,42,1.0,0.3
874,41,1.0,0.3
875,22,1.0,0.3
876,61,1.0,0.3
877,47,1.0,0.3
878,51,1.0,0.3
879,17,1.0,0.3
880,47,1.0,0.3
881,35,1.0,0.3
882,46,1.0,0.3
883,51,1.0,0.3
884,5,1.0,0.3
885,56,1.0,0.3
886,47,1.0,0.3
887,56,1.0,0.3
888,11,1.0,0.3
889,54,1.0,0.3
890,3,1.0,0.3
891,33,1.0,0.3
892,51,1.0,0.3
893,49,1.0,0.3
894,43,1.0,0.3
895,44,1.0,0.3
896,59,1.0,0.3
897,2,1.0,0.3
898,44,1.0,0.3
899,48,1.0,0.3
900,51,1.0,0.3
901,30,1.0,0.3
902,12,1.0,0.3
903,52,1.0,0.3
904,31,1.0,0.3
905,56,1.0,0.3
906,44,1.0,0.3
907,52,1.0,0.3
908,55,1.0,0.3
909,53,1.0,0.3
910,1,1.0,0.3
911,52,1.0,0.3
912,41,1.0,0.3
913,41,1.0,0.3
914,51,1.0,0.3
915,37,1.0,0.3
916,50,1.0,0.3
917,55,1.0,0.3
918,55,1.0,0.3
919,51,1.0,0.3
920,27,1.0,0.3
921,47,1.0,0.3
922,41,1.0,0.3
923,56,1.0,0.3
924,47,1.0,0.3
925,51,1.0,0.3
926,47,1.0,0.3
927,47,1.0,0.3
928,39,1.0,0.3
929,44,1.0,0.3
930,47,1.0,0.3
931,47,1.0,0.3
932,59,1.0,0.3
933,44,1.0,0.3
934,53,1.0,0.3
935,47,1.0,0.3
936,55,1.0,0.3
937,47,1.0,0.3
938,42,1.0,0.3
939,56,1.0,0.3
940,41,1.0,0.3
941,22,1.0,0.3
942,30,1.0,0.3
943,28,1.0,0.3
944,35,1.0,0.3
945,54,1.0,0.3
946,30,1.0,0.3
947,52,1.0,0.3
948,15,1.0,0.3
949,47,1.0,0.3
950,59,1.0,0.3
951,41,1.0,0.3
952,44,1.0,0.3
953,51,1.0,0.3
954,44,1.0,0.3
955,52,1.0,0.3
956,41,1.0,0.3
957,41,1.0,0.3
958,51,1.0,0.3
959,29,1.0,0.3
960,3,1.0,0.3
961,21,1.0,0.3
962,40,1.0,0.3
963,47,1.0,0.3
964,51,1.0,0.3
965,23,1.0,0.3
966,5,1.0,0.3
967,41,1.0,0.3
968,27,1.0,0.3
969,42,1.0,0.3
970,53,1.0,0.3
971,59,1.0,0.3
972,44,1.0,0.3
973,17,1.0,0.3
974,41,1.0,0.3
975,49,1.0,0.3
976,51,1.0,0.3
977,54,1.0,0.3
978,51,1.0,0.3
979,52,1.0,0.3
980,51,1.0,0.3
981,51,1.0,0.3
982,45,1.0,0.3
983,53,1.0,0.3
984,51,1.0,0.3
985,57,1.0,0.3
986,54,1.0,0.3
987,51,1.0,0.3
988,30,1.0,0.3
989,46,1.0,0.3
990,47,1.0,0.3
991,56,1.0,0.3
992,33,1.0,0.3
993,36,1.0,0.3
994,19,1.0,0.3
995,60,1.0,0.3
996,16,1.0,0.3
997,51,1.0,0.3
998,24,1.0,0.3
999,32,1.0,0.3
1000,55,1.0,0.3
1001,47,1.0,0.3
1002,13,1.0,0.3
1003,36,1.0,0.3
1004,10,1.0,0.3
0,44,1.0,0.4
1,51,1.0,0.4
2,45,1.0,0.4
3,45,1.0,0.4
4,45,1.0,0.4
5,51,1.0,0.4
6,45,1.0,0.4
7,40,1.0,0.4
8,40,1.0,0.4
9,40,1.0,0.4
10,51,1.0,0.4
11,40,1.0,0.4
12,40,1.0,0.4
13,51,1.0,0.4
14,48,1.0,0.4
15,43,1.0,0.4
16,51,1.0,0.4
17,51,1.0,0.4
18,51,1.0,0.4
19,40,1.0,0.4
20,51,1.0,0.4
21,51,1.0,0.4
22,45,1.0,0.4
23,49,1.0,0.4
24,49,1.0,0.4
25,49,1.0,0.4
26,49,1.0,0.4
27,49,1.0,0.4
28,51,1.0,0.4
29,49,1.0,0.4
30,49,1.0,0.4
31,49,1.0,0.4
32,49,1.0,0.4
33,49,1.0,0.4
34,49,1.0,0.4
35,49,1.0,0.4
36,49,1.0,0.4
37,49,1.0,0.4
38,49,1.0,0.4
39,49,1.0,0.4
40,49,1.0,0.4
41,51,1.0,0.4
42,51,1.0,0.4
43,40,1.0,0.4
44,40,1.0,0.4
45,43,1.0,0.4
46,51,1.0,0.4
47,49,1.0,0.4
48,49,1.0,0.4
49,45,1.0,0.4
50,45,1.0,0.4
51,48,1.0,0.4
52,37,1.0,0.4
53,37,1.0,0.4
54,45,1.0,0.4
55,45,1.0,0.4
56,45,1.0,0.4
57,45,1.0,0.4
58,45,1.0,0.4
59,45,1.0,0.4
60,37,1.0,0.4
61,37,1.0,0.4
62,51,1.0,0.4
63,45,1.0,0.4
64,51,1.0,0.4
65,48,1.0,0.4
66,43,1.0,0.4
67,43,1.0,0.4
68,51,1.0,0.4
69,51,1.0,0.4
70,45,1.0,0.4
71,45,1.0,0.4
72,44,1.0,0.4
73,44,1.0,0.4
74,51,1.0,0.4
75,49,1.0,0.4
76,49,1.0,0.4
77,51,1.0,0.4
78,48,1.0,0.4
79,51,1.0,0.4
80,51,1.0,0.4
81,51,1.0,0.4
82,51,1.0,0.4
83,51,1.0,0.4
84,51,1.0,0.4
85,44,1.0,0.4
86,51,1.0,0.4
87,51,1.0,0.4
88,45,1.0,0.4
89,45,1.0,0.4
90,43,1.0,0.4
91,43,1.0,0.4
92,51,1.0,0.4
93,51,1.0,0.4
94,48,1.0,0.4
95,48,1.0,0.4
96,49,1.0,0.4
97,45,1.0,0.4
98,44,1.0,0.4
99,45,1.0,0.4
100,45,1.0,0.4
101,45,1.0,0.4
102,45,1.0,0.4
103,37,1.0,0.4
104,37,1.0,0.4
105,51,1.0,0.4
106,51,1.0,0.4
107,51,1.0,0.4
108,43,1.0,0.4
109,43,1.0,0.4
110,43,1.0,0.4
111,43,1.0,0.4
112,43,1.0,0.4
113,49,1.0,0.4
114,51,1.0,0.4
115,51,1.0,0.4
116,49,1.0,0.4
117,43,1.0,0.4
118,51,1.0,0.4
119,49,1.0,0.4
120,44,1.0,0.4
121,51,1.0,0.4
122,37,1.0,0.4
123,49,1.0,0.4
124,45,1.0,0.4
125,45,1.0,0.4
126,45,1.0,0.4
127,51,1.0,0.4
128,51,1.0,0.4
129,51,1.0,0.4
130,48,1.0,0.4
131,45,1.0,0.4
132,45,1.0,0.4
133,51,1.0,0.4
134,49,1.0,0.4
135,49,1.0,0.4
136,49,1.0,0.4
137,45,1.0,0.4
138,45,1.0,0.4
139,43,1.0,0.4
140,43,1.0,0.4
141,40,1.0,0.4
142,51,1.0,0.4
143,51,1.0,0.4
144,49,1.0,0.4
145,51,1.0,0.4
146,44,1.0,0.4
147,51,1.0,0.4
148,37,1.0,0.4
149,37,1.0,0.4
150,37,1.0,0.4
151,49,1.0,0.4
152,51,1.0,0.4
153,51,1.0,0.4
154,51,1.0,0.4
155,51,1.0,0.4
156,37,1.0,0.4
157,37,1.0,0.4
158,45,1.0,0.4
159,45,1.0,0.4
160,51,1.0,0.4
161,40,1.0,0.4
162,51,1.0,0.4
163,51,1.0,0.4
164,43,1.0,0.4
165,49,1.0,0.4
166,51,1.0,0.4
167,48,1.0,0.4
168,48,1.0,0.4
169,51,1.0,0.4
170,51,1.0,0.4
171,49,1.0,0.4
172,48,1.0,0.4
173,51,1.0,0.4
174,45,1.0,0.4
175,45,1.0,0.4
176,48,1.0,0.4
177,51,1.0,0.4
178,48,1.0,0.4
179,37,1.0,0.4
180,51,1.0,0.4
181,37,1.0,0.4
182,37,1.0,0.4
183,51,1.0,0.4
184,51,1.0,0.4
185,44,1.0,0.4
186,51,1.0,0.4
187,51,1.0,0.4
188,51,1.0,0.4
189,51,1.0,0.4
190,51,1.0,0.4
191,48,1.0,0.4
192,45,1.0,0.4
193,45,1.0,0.4
194,45,1.0,0.4
195,45,1.0,0.4
196,48,1.0,0.4
197,48,1.0,0.4
198,48,1.0,0.4
199,48,1.0,0.4
200,48,1.0,0.4
201,48,1.0,0.4
202,48,1.0,0.4
203,48,1.0,0.4
204,48,1.0,0.4
205,48,1.0,0.4
206,48,1.0,0.4
207,48,1.0,0.4
208,45,1.0,0.4
209,51,1.0,0.4
210,51,1.0,0.4
211,51,1.0,0.4
212,51,1.0,0.4
213,40,1.0,0.4
214,48,1.0,0.4
215,51,1.0,0.4
216,43,1.0,0.4
217,45,1.0,0.4
218,51,1.0,0.4
219,37,1.0,0.4
220,43,1.0,0.4
221,51,1.0,0.4
222,51,1.0,0.4
223,51,1.0,0.4
224,44,1.0,0.4
225,51,1.0,0.4
226,51,1.0,0.4
227,44,1.0,0.4
228,44,1.0,0.4
229,49,1.0,0.4
230,51,1.0,0.4
231,48,1.0,0.4
232,48,1.0,0.4
233,51,1.0,0.4
234,45,1.0,0.4
235,45,1.0,0.4
236,45,1.0,0.4
237,45,1.0,0.4
238,45,1.0,0.4
239,45,1.0,0.4
240,45,1.0,0.4
241,45,1.0,0.4
242,45,1.0,0.4
243,45,1.0,0.4
244,45,1.0,0.4
245,49,1.0,0.4
246,40,1.0,0.4
247,40,1.0,0.4
248,44,1.0,0.4
249,51,1.0,0.4
250,37,1.0,0.4
251,49,1.0,0.4
252,45,1.0,0.4
253,51,1.0,0.4
254,51,1.0,0.4
255,51,1.0,0.4
256,51,1.0,0.4
257,48,1.0,0.4
258,51,1.0,0.4
259,44,1.0,0.4
260,44,1.0,0.4
261,49,1.0,0.4
262,37,1.0,0.4
263,49,1.0,0.4
264,40,1.0,0.4
265,40,1.0,0.4
266,40,1.0,0.4
267,40,1.0,0.4
268,44,1.0,0.4
269,51,1.0,0.4
270,48,1.0,0.4
271,45,1.0,0.4
272,43,1.0,0.4
273,43,1.0,0.4
274,43,1.0,0.4
275,48,1.0,0.4
276,37,1.0,0.4
277,48,1.0,0.4
278,48,1.0,0.4
279,44,1.0,0.4
280,51,1.0,0.4
281,45,1.0,0.4
282,51,1.0,0.4
283,51,1.0,0.4
284,48,1.0,0.4
285,45,1.0,0.4
286,45,1.0,0.4
287,44,1.0,0.4
288,51,1.0,0.4
289,48,1.0,0.4
290,51,1.0,0.4
291,48,1.0,0.4
292,48,1.0,0.4
293,40,1.0,0.4
294,48,1.0,0.4
295,37,1.0,0.4
296,37,1.0,0.4
297,44,1.0,0.4
298,44,1.0,0.4
299,44,1.0,0.4
300,51,1.0,0.4
301,51,1.0,0.4
302,49,1.0,0.4
303,51,1.0,0.4
304,45,1.0,0.4
305,45,1.0,0.4
306,51,1.0,0.4
307,44,1.0,0.4
308,51,1.0,0.4
309,44,1.0,0.4
310,51,1.0,0.4
311,44,1.0,0.4
312,44,1.0,0.4
313,44,1.0,0.4
314,51,1.0,0.4
315,44,1.0,0.4
316,44,1.0,0.4
317,44,1.0,0.4
318,49,1.0,0.4
319,45,1.0,0.4
320,37,1.0,0.4
321,37,1.0,0.4
322,43,1.0,0.4
323,45,1.0,0.4
324,40,1.0,0.4
325,51,1.0,0.4
326,51,1.0,0.4
327,51,1.0,0.4
328,43,1.0,0.4
329,51,1.0,0.4
330,45,1.0,0.4
331,44,1.0,0.4
332,40,1.0,0.4
333,51,1.0,0.4
334,43,1.0,0.4
335,43,1.0,0.4
336,49,1.0,0.4
337,49,1.0,0.4
338,49,1.0,0.4
339,49,1.0,0.4
340,51,1.0,0.4
341,44,1.0,0.4
342,48,1.0,0.4
343,48,1.0,0.4
344,37,1.0,0.4
345,48,1.0,0.4
346,48,1.0,0.4
347,37,1.0,0.4
348,46,1.0,0.4
349,37,1.0,0.4
350,48,1.0,0.4
351,48,1.0,0.4
352,48,1.0,0.4
353,45,1.0,0.4
354,45,1.0,0.4
355,51,1.0,0.4
356,51,1.0,0.4
357,51,1.0,0.4
358,40,1.0,0.4
359,40,1.0,0.4
360,40,1.0,0.4
361,49,1.0,0.4
362,51,1.0,0.4
363,51,1.0,0.4
364,43,1.0,0.4
365,51,1.0,0.4
366,51,1.0,0.4
367,51,1.0,0.4
368,37,1.0,0.4
369,47,1.0,0.4
370,49,1.0,0.4
371,51,1.0,0.4
372,51,1.0,0.4
373,51,1.0,0.4
374,40,1.0,0.4
375,51,1.0,0.4
376,37,1.0,0.4
377,37,1.0,0.4
378,37,1.0,0.4
379,37,1.0,0.4
380,37,1.0,0.4
381,37,1.0,0.4
382,37,1.0,0.4
383,37,1.0,0.4
384,37,1.0,0.4
385,37,1.0,0.4
386,37,1.0,0.4
387,37,1.0,0.4
388,37,1.0,0.4
389,37,1.0,0.4
390,37,1.0,0.4
391,37,1.0,0.4
392,37,1.0,0.4
393,37,1.0,0.4
394,37,1.0,0.4
395,37,1.0,0.4
396,37,1.0,0.4
397,37,1.0,0.4
398,37,1.0,0.4
399,48,1.0,0.4
400,51,1.0,0.4
401,48,1.0,0.4
402,37,1.0,0.4
403,48,1.0,0.4
404,51,1.0,0.4
405,51,1.0,0.4
406,40,1.0,0.4
407,40,1.0,0.4
408,45,1.0,0.4
409,51,1.0,0.4
410,43,1.0,0.4
411,45,1.0,0.4
412,45,1.0,0.4
413,48,1.0,0.4
414,43,1.0,0.4
415,49,1.0,0.4
416,38,1.0,0.4
417,49,1.0,0.4
418,51,1.0,0.4
419,51,1.0,0.4
420,51,1.0,0.4
421,40,1.0,0.4
422,51,1.0,0.4
423,49,1.0,0.4
424,51,1.0,0.4
425,48,1.0,0.4
426,48,1.0,0.4
427,51,1.0,0.4
428,43,1.0,0.4
429,43,1.0,0.4
430,40,1.0,0.4
431,45,1.0,0.4
432,45,1.0,0.4
433,45,1.0,0.4
434,51,1.0,0.4
435,47,1.0,0.4
436,38,1.0,0.4
437,49,1.0,0.4
438,49,1.0,0.4
439,43,1.0,0.4
440,48,1.0,0.4
441,40,1.0,0.4
442,49,1.0,0.4
443,49,1.0,0.4
444,49,1.0,0.4
445,51,1.0,0.4
446,43,1.0,0.4
447,43,1.0,0.4
448,43,1.0,0.4
449,25,1.0,0.4
450,48,1.0,0.4
451,40,1.0,0.4
452,40,1.0,0.4
453,51,1.0,0.4
454,44,1.0,0.4
455,49,1.0,0.4
456,44,1.0,0.4
457,48,1.0,0.4
458,48,1.0,0.4
459,51,1.0,0.4
460,51,1.0,0.4
461,43,1.0,0.4
462,51,1.0,0.4
463,32,1.0,0.4
464,51,1.0,0.4
465,44,1.0,0.4
466,40,1.0,0.4
467,51,1.0,0.4
468,44,1.0,0.4
469,43,1.0,0.4
470,49,1.0,0.4
471,44,1.0,0.4
472,40,1.0,0.4
473,51,1.0,0.4
474,51,1.0,0.4
475,6,1.0,0.4
476,43,1.0,0.4
477,43,1.0,0.4
478,43,1.0,0.4
479,43,1.0,0.4
480,51,1.0,0.4
481,45,1.0,0.4
482,49,1.0,0.4
483,48,1.0,0.4
484,48,1.0,0.4
485,49,1.0,0.4
486,51,1.0,0.4
487,40,1.0,0.4
488,40,1.0,0.4
489,51,1.0,0.4
490,51,1.0,0.4
491,48,1.0,0.4
492,51,1.0,0.4
493,51,1.0,0.4
494,51,1.0,0.4
495,51,1.0,0.4
496,40,1.0,0.4
497,48,1.0,0.4
498,40,1.0,0.4
499,40,1.0,0.4
500,40,1.0,0.4
501,40,1.0,0.4
502,40,1.0,0.4
503,40,1.0,0.4
504,40,1.0,0.4
505,40,1.0,0.4
506,40,1.0,0.4
507,44,1.0,0.4
508,51,1.0,0.4
509,51,1.0,0.4
510,40,1.0,0.4
511,43,1.0,0.4
512,37,1.0,0.4
513,51,1.0,0.4
514,43,1.0,0.4
515,48,1.0,0.4
516,45,1.0,0.4
517,45,1.0,0.4
518,51,1.0,0.4
519,44,1.0,0.4
520,45,1.0,0.4
521,49,1.0,0.4
522,1,1.0,0.4
523,48,1.0,0.4
524,25,1.0,0.4
525,40,1.0,0.4
526,48,1.0,0.4
527,49,1.0,0.4
528,47,1.0,0.4
529,40,1.0,0.4
530,40,1.0,0.4
531,51,1.0,0.4
532,45,1.0,0.4
533,51,1.0,0.4
534,43,1.0,0.4
535,49,1.0,0.4
536,44,1.0,0.4
537,51,1.0,0.4
538,45,1.0,0.4
539,48,1.0,0.4
540,43,1.0,0.4
541,43,1.0,0.4
542,48,1.0,0.4
543,48,1.0,0.4
544,48,1.0,0.4
545,49,1.0,0.4
546,51,1.0,0.4
547,49,1.0,0.4
548,51,1.0,0.4
549,51,1.0,0.4
550,51,1.0,0.4
551,44,1.0,0.4
552,45,1.0,0.4
553,49,1.0,0.4
554,49,1.0,0.4
555,40,1.0,0.4
556,48,1.0,0.4
557,48,1.0,0.4
558,40,1.0,0.4
559,48,1.0,0.4
560,51,1.0,0.4
561,5,1.0,0.4
562,48,1.0,0.4
563,48,1.0,0.4
564,45,1.0,0.4
565,40,1.0,0.4
566,40,1.0,0.4
567,43,1.0,0.4
568,48,1.0,0.4
569,40,1.0,0.4
570,40,1.0,0.4
571,45,1.0,0.4
572,48,1.0,0.4
573,40,1.0,0.4
574,40,1.0,0.4
575,37,1.0,0.4
576,48,1.0,0.4
577,43,1.0,0.4
578,5,1.0,0.4
579,43,1.0,0.4
580,20,1.0,0.4
581,48,1.0,0.4
582,51,1.0,0.4
583,27,1.0,0.4
584,48,1.0,0.4
585,48,1.0,0.4
586,45,1.0,0.4
587,45,1.0,0.4
588,49,1.0,0.4
589,51,1.0,0.4
590,49,1.0,0.4
591,49,1.0,0.4
592,43,1.0,0.4
593,48,1.0,0.4
594,43,1.0,0.4
595,7,1.0,0.4
596,43,1.0,0.4
597,43,1.0,0.4
598,49,1.0,0.4
599,45,1.0,0.4
600,48,1.0,0.4
601,51,1.0,0.4
602,40,1.0,0.4
603,28,1.0,0.4
604,45,1.0,0.4
605,39,1.0,0.4
606,36,1.0,0.4
607,51,1.0,0.4
608,40,1.0,0.4
609,45,1.0,0.4
610,45,1.0,0.4
611,48,1.0,0.4
612,51,1.0,0.4
613,44,1.0,0.4
614,37,1.0,0.4
615,51,1.0,0.4
616,49,1.0,0.4
617,43,1.0,0.4
618,45,1.0,0.4
619,44,1.0,0.4
620,38,1.0,0.4
621,37,1.0,0.4
622,9,1.0,0.4
623,44,1.0,0.4
624,43,1.0,0.4
625,45,1.0,0.4
626,14,1.0,0.4
627,44,1.0,0.4
628,37,1.0,0.4
629,38,1.0,0.4
630,46,1.0,0.4
631,1,1.0,0.4
632,43,1.0,0.4
633,55,1.0,0.4
634,8,1.0,0.4
635,45,1.0,0.4
636,14,1.0,0.4
637,41,1.0,0.4
638,45,1.0,0.4
639,45,1.0,0.4
640,45,1.0,0.4
641,44,1.0,0.4
642,51,1.0,0.4
643,45,1.0,0.4
644,49,1.0,0.4
645,44,1.0,0.4
646,46,1.0,0.4
647,47,1.0,0.4
648,16,1.0,0.4
649,40,1.0,0.4
650,4,1.0,0.4
651,43,1.0,0.4
652,43,1.0,0.4
653,29,1.0,0.4
654,51,1.0,0.4
655,49,1.0,0.4
656,37,1.0,0.4
657,7,1.0,0.4
658,18,1.0,0.4
659,24,1.0,0.4
660,11,1.0,0.4
661,40,1.0,0.4
662,45,1.0,0.4
663,44,1.0,0.4
664,48,1.0,0.4
665,45,1.0,0.4
666,40,1.0,0.4
667,51,1.0,0.4
668,10,1.0,0.4
669,45,1.0,0.4
670,28,1.0,0.4
671,51,1.0,0.4
672,40,1.0,0.4
673,14,1.0,0.4
674,40,1.0,0.4
675,20,1.0,0.4
676,41,1.0,0.4
677,33,1.0,0.4
678,44,1.0,0.4
679,44,1.0,0.4
680,10,1.0,0.4
681,48,1.0,0.4
682,24,1.0,0.4
683,45,1.0,0.4
684,18,1.0,0.4
685,45,1.0,0.4
686,45,1.0,0.4
687,44,1.0,0.4
688,22,1.0,0.4
689,24,1.0,0.4
690,44,1.0,0.4
691,23,1.0,0.4
692,1,1.0,0.4
693,43,1.0,0.4
694,48,1.0,0.4
695,44,1.0,0.4
696,44,1.0,0.4
697,40,1.0,0.4
698,45,1.0,0.4
699,40,1.0,0.4
700,40,1.0,0.4
701,5,1.0,0.4
702,14,1.0,0.4
703,25,1.0,0.4
704,14,1.0,0.4
705,37,1.0,0.4
706,48,1.0,0.4
707,40,1.0,0.4
708,45,1.0,0.4
709,45,1.0,0.4
710,44,1.0,0.4
711,55,1.0,0.4
712,40,1.0,0.4
713,40,1.0,0.4
714,48,1.0,0.4
715,43,1.0,0.4
716,8,1.0,0.4
717,45,1.0,0.4
718,45,1.0,0.4
719,37,1.0,0.4
720,40,1.0,0.4
721,47,1.0,0.4
722,49,1.0,0.4
723,45,1.0,0.4
724,1,1.0,0.4
725,49,1.0,0.4
726,44,1.0,0.4
727,40,1.0,0.4
728,43,1.0,0.4
729,40,1.0,0.4
730,44,1.0,0.4
731,28,1.0,0.4
732,52,1.0,0.4
733,45,1.0,0.4
734,37,1.0,0.4
735,43,1.0,0.4
736,37,1.0,0.4
737,21,1.0,0.4
738,45,1.0,0.4
739,40,1.0,0.4
740,40,1.0,0.4
741,44,1.0,0.4
742,38,1.0,0.4
743,38,1.0,0.4
744,53,1.0,0.4
745,44,1.0,0.4
746,20,1.0,0.4
747,51,1.0,0.4
748,51,1.0,0.4
749,48,1.0,0.4
750,30,1.0,0.4
751,49,1.0,0.4
752,47,1.0,0.4
753,49,1.0,0.4
754,40,1.0,0.4
755,15,1.0,0.4
756,44,1.0,0.4
757,46,1.0,0.4
758,44,1.0,0.4
759,47,1.0,0.4
